gpcrdb_id,species,p-value,unit,pKi,assay_type,assay_des,source,molwt,logp,smiles,doi
180507,Human,9.5,pKi,9.5,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,432,7.6,CCCCCCC1(c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)SCCS1,10.1016/j.bmc.2008.06.019
92746,Human,8.5,pKi,8.5,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,514,3,C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccn2)cc1,10.1016/j.bmcl.2007.04.028
92788,Human,9.0,pKi,9.0,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,565,4.3,Cc1ccc(S(=O)(=O)c2ccc([C@H](C)NS(=O)(=O)C(F)(F)F)cc2)c(S(=O)(=O)c2ccccc2F)c1,10.1016/j.bmcl.2007.04.028
181768,Human,5.8,pKi,5.8,Binding,Displacementof[3H]CP-55940fromhumanrecombinantCB1receptorexpressedinHEKcellsDisplacementof[3H]CP-55940fromhumanrecombinantCB1receptorexpressedinHEKcells,ChEMBL,363,5.2,O=C(Cc1ccc(Cl)cc1)NCCC(c1ccccc1)c1ccccc1,10.1016/j.bmc.2008.06.001
95497,Human,8.0,pKi,8.0,Binding,Displacementof[3H]CP-55940fromhumanCB1RexpressedinHEK293cellsDisplacementof[3H]CP-55940fromhumanCB1RexpressedinHEK293cells,ChEMBL,403,5.1,O=C(c1cc2c(cc1F)OC(c1ccccc1)(c1ccccc1)O2)N1CCCCC1,10.1021/jm701487t
158732,Human,7.8,pKi,7.8,Binding,NoneNone,PDSPKiDatabase,405,4,O=C(c1cc2c(cc1F)OC(c1ccccc1)(c1ccccc1)O2)N1CCOCC1,None
144570,Human,6.5,pKi,6.5,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,479,3,CCCS(=O)(=O)c1cc(Cl)ccc1S(=O)(=O)c1ccc([C@H](C)NS(C)(=O)=O)cc1,10.1016/j.bmcl.2007.04.028
372,Human,9.0,pKi,9.0,Binding,AntagonistactivityathumanCB1receptorAntagonistactivityathumanCB1receptor,ChEMBL,555,4.2,N#CCCC#Cc1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCS(=O)(=O)CC1,10.1016/j.bmcl.2013.06.066
92787,Human,8.1,pKi,8.1,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,519,3.9,C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)C2CCCCC2)cc1,10.1016/j.bmcl.2007.04.028
3747,Human,5.6,pKi,5.6,Binding,UnclassifiedUnclassified,GuidetoPharmacology,413,6.1,CCCCCNC1=C(CCCCC)C(=O)C(=O)C(=C1O)[C@@H]1C=C(C)CC[C@H]1C(=C)C,30033591
92789,Human,8.9,pKi,8.9,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,591,4.9,C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(S(=O)(=O)c2ccc(C3CC3)cc2S(=O)(=O)c2ccccc2F)cc1,10.1016/j.bmcl.2007.04.028
20184,Human,7.1,pKi,7.1,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorDisplacementof[3H]-CP55940fromhumanCB1receptor,ChEMBL,384,4.4,O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2ccccc12,10.1021/acs.jmedchem.6b00516
95282,Human,7.6,pKi,7.6,Binding,Displacementof[3H]CP-55940fromhumanCB1RexpressedinHEK293cellsDisplacementof[3H]CP-55940fromhumanCB1RexpressedinHEK293cells,ChEMBL,385,5,O=C(c1ccc2c(c1)OC(c1ccccc1)(c1ccccc1)O2)N1CCCCC1,10.1021/jm701487t
2805,Human,9.2,pKi,9.2,Binding,Displacementof[3H]SR141716AfromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]SR141716AfromhumanCB1receptorexpressedinHEK293cells,ChEMBL,509,4.2,CCNC1(CCN(CC1)c1ncnc2c1nc(n2c1ccc(cc1)Cl)c1ccccc1Cl)C(=O)N,10.1021/jm8012932
146457,Human,6.7,pKi,6.7,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,564,4.2,C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2cccc3cccnc23)cc1,10.1016/j.bmcl.2007.04.028
92878,Human,8.4,pKi,8.4,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,568,3.9,C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccn2)cc1,10.1016/j.bmcl.2007.04.028
92877,Human,8.2,pKi,8.2,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,603,4.8,C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2c(F)cccc2F)cc1,10.1016/j.bmcl.2007.04.028
101611,Human,7.7,pKi,7.7,Binding,Displacementof[3H]CP55940fromhumanCB1receptorincellfreesystemDisplacementof[3H]CP55940fromhumanCB1receptorincellfreesystem,ChEMBL,382,7.4,CCCCCCC1CCCc2c1cc1c(c2O)[C@@H]2CC(C)=CC[C@H]2C(C)(C)O1,10.1016/j.ejmech.2010.11.034
14789,Human,8.9,pKi,8.9,Binding,Displacementof[3H]-CP55940fromhumancannabinoidCB1receptorexpressedinSf9insectcellsafter70minsbyscintillationcountingDisplacementof[3H]-CP55940fromhumancannabinoidCB1receptorexpressedinSf9insectcellsafter70minsbyscintillationcounting,ChEMBL,383,4,COc1cccc2c(C(=O)N3CCN(C)[C@@H](C)C3)cn(CC3CCCCC3)c12,10.1039/C0MD00022A
140892,Human,6.0,pKi,6.0,Binding,Displacementof[3H]CP55940fromhumanCB1receptorincellfreesystemDisplacementof[3H]CP55940fromhumanCB1receptorincellfreesystem,ChEMBL,384,1.7,Cc1ccc2c(=O)c(C(=O)NC3CCCC3)cn(CCN3CCOCC3)c2n1,10.1016/j.ejmech.2010.11.034
47786,Human,8.3,pKi,8.3,Binding,EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1,ChEMBL,488,6.2,Cc1c(C(=O)NN2CC3CCCC3C2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,10.1016/j.bmcl.2003.12.068
95262,Human,7.9,pKi,7.9,Binding,Displacementof[3H]CP-55940fromhumanCB1RexpressedinHEK293cellsDisplacementof[3H]CP-55940fromhumanCB1RexpressedinHEK293cells,ChEMBL,513,6,O=S(=O)(c1ccc2c(c1)OC(c1ccccc1)(c1ccccc1)O2)N1CC=C(c2ccc(F)cc2)CC1,10.1021/jm701487t
92742,Human,5.8,pKi,5.8,Binding,BindingaffinitytohumanCB1receptorBindingaffinitytohumanCB1receptor,ChEMBL,585,4.6,C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)cc1,10.1016/j.bmcl.2009.11.084
179211,Human,6.7,pKi,6.7,Binding,"Displacementof[3H]-CP-55,940fromrecombinanthumanCB1RexpressedinHEK293cellmembranesafter90minsDisplacementof[3H]-CP-55,940fromrecombinanthumanCB1RexpressedinHEK293cellmembranesafter90mins",ChEMBL,316,4,CCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C(=O)O)=C[C@@H]21,10.1021/acs.jnatprod.9b00831
85274,Human,7.5,pKi,7.5,Binding,Displacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,415,4.5,O=C(N[C@H]1CCC[C@@H]1O)c1cn(-c2ccc(Cl)cc2)c(-c2ccccc2Cl)n1,10.1016/j.bmcl.2007.03.011
192457,Human,7.9,pKi,7.9,Binding,NoneNone,PDSPKiDatabase,442,5.5,CCc1c(C(=O)NN2CCCCC2)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1,None
84731,Human,7.3,pKi,7.3,Binding,BindingaffinitytohumanCB1receptorBindingaffinitytohumanCB1receptor,ChEMBL,386,4.6,Cc1ccc(-c2ncc(C(=O)NN3CCCCC3)nc2-c2ccc(C)cc2)cc1,10.1016/j.bmcl.2007.04.087
130121,Human,7.5,pKi,7.5,Binding,InvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcellsInvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcells,ChEMBL,447,6.5,Cc1c(C(=O)NC2CCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,10.1021/jm040843r
110899,Human,6.1,pKi,6.1,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorafter90minsbyliquidscintillationspectrophotometeranalysisDisplacementof[3H]-CP55940fromhumanCB1receptorafter90minsbyliquidscintillationspectrophotometeranalysis,ChEMBL,407,7,CCCCCCc1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)n1,10.1016/j.bmc.2013.01.055
85404,Human,8.2,pKi,8.2,Binding,Displacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,471,5.8,CCCc1c(C(=O)N[C@H]2CCCC[C@@H]2O)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1,10.1016/j.bmcl.2007.03.011
85472,Human,8.4,pKi,8.4,Binding,Displacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,501,5.6,CCc1c(C(=O)N[C@H]2CCCC[C@@H]2O)nc(-c2ccccc2Cl)n1-c1ccc(Br)cc1,10.1016/j.bmcl.2007.03.011
362,Human,5.9,pKi,5.9,Binding,Displacementof[3H]CP-55940fromhumanrecombinantCB1receptorexpressedinCHOcellsDisplacementof[3H]CP-55940fromhumanrecombinantCB1receptorexpressedinCHOcells,ChEMBL,503,4.9,CN1CCCCC1Cn1cc(c2c1cccc2)C(=O)c1cc(ccc1I)N(=O)=O,10.1021/jm901214q
177867,Human,9.5,pKi,9.5,Binding,NoneNone,PDSPKiDatabase,515,6.3,CC(NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)C(Cc1ccc(Cl)cc1)c1cccc(C#N)c1,None
193754,Human,5.4,pKi,5.4,Binding,BindingaffinitytohumanCB1receptorBindingaffinitytohumanCB1receptor,ChEMBL,592,3.5,CC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,10.1016/j.bmcl.2009.11.084
85262,Human,7.5,pKi,7.5,Binding,Displacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,429,4.9,O=C(N[C@H]1CCCC[C@@H]1O)c1cn(-c2ccc(Cl)cc2)c(-c2ccccc2Cl)n1,10.1016/j.bmcl.2007.03.011
109161,Human,6.5,pKi,6.5,Binding,BindingaffinitytohumanCB1receptorBindingaffinitytohumanCB1receptor,ChEMBL,470,5.9,CCCCCCC(C)(C)c1cc(O)c([C@H]2CC(=O)[C@H]3C[C@@H]2C3(C)C)c(OC(=O)/C=C/C(=O)O)c1,10.1021/jm4005626
2339,Human,10.0,pKi,10.0,Binding,UnclassifiedUnclassified,GuidetoPharmacology,397,3.5,COC(=O)[C@H](C(C)(C)C)NC(=O)c1nn(c2c1cccc2)Cc1ccc(cc1)F,29963207
160464,Human,8.2,pKi,8.2,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,521,5.5,O=C(NN1CCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(-c3cccnc3)cc2)c1CO,10.1021/jm701519h
114853,Human,7.0,pKi,7.0,Binding,"Displacementof[3H]CP-55,940fromhumanrecombinantCB1RexpressedinHEK-293cellsafter90minsbyliquidscintillationcountingDisplacementof[3H]CP-55,940fromhumanrecombinantCB1RexpressedinHEK-293cellsafter90minsbyliquidscintillationcounting",ChEMBL,471,4.7,CC1CCC(NC(=O)c2cc3cc(Br)cnc3n(Cc3ccc(F)cc3)c2=O)CC1,10.1021/jm500807e
114856,Human,6.1,pKi,6.1,Binding,"Displacementof[3H]CP-55,940fromhumanrecombinantCB1RexpressedinHEK-293cellsafter90minsbyliquidscintillationcountingDisplacementof[3H]CP-55,940fromhumanrecombinantCB1RexpressedinHEK-293cellsafter90minsbyliquidscintillationcounting",ChEMBL,476,2.8,CC1CCC(NC(=O)c2cc3cc(Br)cnc3n(CCN3CCOCC3)c2=O)CC1,10.1021/jm500807e
121379,Human,6.0,pKi,6.0,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1RexpressedinHEK293cellmembranesincubatedfor90minsbyCheng-PrusoffequationanalysisDisplacementof[3H]CP55940fromrecombinanthumanCB1RexpressedinHEK293cellmembranesincubatedfor90minsbyCheng-Prusoffequationanalysis,ChEMBL,302,3.9,O=C(NCc1ccccc1Cl)c1nc2ccccc2s1,10.1016/j.ejmech.2019.07.002
113049,Human,8.1,pKi,8.1,Binding,"Displacementof[3H]CP-55,940fromhumanrecombinantCB1receptorexpressedinHEK293cellmembranesDisplacementof[3H]CP-55,940fromhumanrecombinantCB1receptorexpressedinHEK293cellmembranes",ChEMBL,417,6.7,C=CCNC(=O)CCCCCCCOc1cc(O)cc(C(C)(C)CCCCCC)c1,10.1016/j.bmc.2014.07.006
59978,Human,7.5,pKi,7.5,Binding,InvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcellsInvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcells,ChEMBL,461,6.9,Cc1c(C(=O)NC2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,10.1021/jm040843r
129224,Human,6.7,pKi,6.7,Binding,InvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcellsInvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcells,ChEMBL,464,4.8,Cc1c(C(=O)NN2CCOCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,10.1021/jm040843r
100316,Human,7.0,pKi,7.0,Binding,Bindingaffinityagainsthumancannabinoidreceptorbyusingradioligand([3H]CP-55940)assay.Bindingaffinityagainsthumancannabinoidreceptorbyusingradioligand([3H]CP-55940)assay.,ChEMBL,384,6.4,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(C=O)C[C@H]21,10.1016/0960-894X(95)00573-C
84516,Human,6.3,pKi,6.3,Binding,BindingaffinitytohumanCB1receptorBindingaffinitytohumanCB1receptor,ChEMBL,379,5.7,Cc1ccc(-c2ncc(C(=O)Nc3ccccc3)nc2-c2ccc(C)cc2)cc1,10.1016/j.bmcl.2007.04.087
130774,Human,7.6,pKi,7.6,Binding,InvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcellsInvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcells,ChEMBL,448,5.5,Cc1c(C(=O)NN2CCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,10.1021/jm040843r
104694,Human,5.4,pKi,5.4,Binding,BindingaffinitytoCB1receptor(unknownorigin)BindingaffinitytoCB1receptor(unknownorigin),ChEMBL,479,2.8,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1c(C)n(CCN2CCOCC2)c2c(OC)cccc12,10.1021/jm4005626
374,Human,8.9,pKi,8.9,Binding,UnclassifiedUnclassified,GuidetoPharmacology,445,6.4,S=C=NCCCCCCC(c1cc(O)c2c(c1)OC([C@H]1[C@H]2C[C@H](CO)CC1)(C)C)(C)C,28678776
121419,Human,6.3,pKi,6.3,Binding,Displacementof[3H]-CP55940fromhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysisDisplacementof[3H]-CP55940fromhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysis,ChEMBL,389,4.8,C=CCCC/C=C/C=C(\C)CCCC/C=C/CC/C=C\C(=O)NC(CO)CO,10.1021/acs.jnatprod.5b00301
13575,Human,7.9,pKi,7.9,Binding,BindingaffinitytowardsCannabinoidreceptor1usingCP-55940asradioligandinHEK293EBNAcellsBindingaffinitytowardsCannabinoidreceptor1usingCP-55940asradioligandinHEK293EBNAcells,ChEMBL,362,6.3,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccccc3)cc1OC2(C)C,10.1016/s0960-894x(03)00729-7
97626,Human,6.2,pKi,6.2,Binding,Evaluatedforbindingaffinityagainstrecombinanthumancentralcannabinoidreceptor1Evaluatedforbindingaffinityagainstrecombinanthumancentralcannabinoidreceptor1,ChEMBL,398,4.7,Cc1c(C(=O)c2cccc3ccccc23)c2ccccc2n1CCN1CCOCC1,10.1016/0960-894X(96)00426-X
198997,Human,7.7,pKi,7.7,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorDisplacementof[3H]-CP55940fromhumanCB1receptor,ChEMBL,398,4.7,Cc1ccc(C(=O)c2cn(CCN3CCOCC3)c3ccccc23)c2ccccc12,10.1021/acs.jmedchem.6b00516
120834,Human,7.5,pKi,7.5,Binding,Displacementof[3H]CP55940fromfulllengthhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysisDisplacementof[3H]CP55940fromfulllengthhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysis,ChEMBL,330,4.7,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)[C@H](O)[C@@H]21,10.1021/acs.jnatprod.5b00065
120835,Human,6.1,pKi,6.1,Binding,Displacementof[3H]CP55940fromfulllengthhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysisDisplacementof[3H]CP55940fromfulllengthhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysis,ChEMBL,330,4.7,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)[C@@H](O)[C@@H]21,10.1021/acs.jnatprod.5b00065
80951,Human,6.4,pKi,6.4,Binding,BindingaffinitytoCB1receptor(unknownorigin)BindingaffinitytoCB1receptor(unknownorigin),ChEMBL,440,5.2,Cc1ccc2c(c1)Cc1c(C(=O)NN3CCCCC3)nn(-c3ccc(Cl)cc3Cl)c1-2,10.1016/j.ejmech.2014.05.055
95127,Human,8.4,pKi,8.4,Binding,NoneNone,PDSPKiDatabase,489,6.6,O=C(c1cc2c(cc1F)OC(c1ccc(F)cc1)(c1ccc(Cl)cc1Cl)O2)N1CCCCC1,None
152576,Human,8.0,pKi,8.0,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,566,3.6,C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(S(=O)(=O)c2ccc(N)cc2S(=O)(=O)c2ccccc2F)cc1,10.1016/j.bmcl.2007.04.028
1669,Human,6.9,pKi,6.9,Binding,Displacementof[3H]CP55940fromhumanCB1RreceptorexpressedinCHOcellmembranesafter60minsbyliquidscintillationspectrometryanalysisDisplacementof[3H]CP55940fromhumanCB1RreceptorexpressedinCHOcellmembranesafter60minsbyliquidscintillationspectrometryanalysis,ChEMBL,342,5.2,[O-][N+](=O)CC(c1c([nH]c2c1cccc2)c1ccccc1)c1ccccc1,10.1021/acs.jmedchem.9b01142
85403,Human,8.3,pKi,8.3,Binding,Displacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,457,5.4,CCc1c(C(=O)N[C@H]2CCCC[C@@H]2O)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1,10.1016/j.bmcl.2007.03.011
46338,Human,7.1,pKi,7.1,Binding,EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1,ChEMBL,448,5.6,O=C(NN1CCCCC1)c1cn(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)n1,10.1016/j.bmcl.2003.12.068
18623,Human,8.6,pKi,8.6,Binding,Displacementof[3H]-CP55940fromhumanCB1expressedininsectSf9membranesDisplacementof[3H]-CP55940fromhumanCB1expressedininsectSf9membranes,ChEMBL,409,4.5,COc1cccc2c(C(=O)N3CCN4CCCC[C@H]4C3)cn(CC3CCCCC3)c12,10.1016/j.bmcl.2010.10.061
199160,Human,7.1,pKi,7.1,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorDisplacementof[3H]-CP55940fromhumanCB1receptor,ChEMBL,414,4.4,COc1ccc(C(=O)c2cn(CCN3CCOCC3)c3ccccc23)c2ccccc12,10.1021/acs.jmedchem.6b00516
3348,Human,6.0,pKi,6.0,Binding,Bindingaffinityforcannabinoidreceptor1Bindingaffinityforcannabinoidreceptor1,ChEMBL,539,3,COc1ccc(c(c1)S(=O)(=O)c1ccc(cc1)OC)S(=O)(=O)c1ccc(cc1)[C@@H](NS(=O)(=O)C)C,10.1016/j.bmcl.2004.11.007
116192,Human,9.1,pKi,9.1,Binding,CompoundwasevaluatedforPharmacologicalresponseintheCannabinoidreceptor1CompoundwasevaluatedforPharmacologicalresponseintheCannabinoidreceptor1,ChEMBL,386,6.3,CCCCCCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,10.1021/jm960394y
159498,Human,7.4,pKi,7.4,Binding,NoneNone,PDSPKiDatabase,421,4.5,O=S(=O)(c1ccc2c(c1)OC(c1ccccc1)(c1ccccc1)O2)N1CCCCC1,None
184812,Human,7.0,pKi,7.0,Binding,CompoundwasevaluatedforaffinitytowardshumanCannabinoidreceptor1using[3H]-SR-141716AasradioligandCompoundwasevaluatedforaffinitytowardshumanCannabinoidreceptor1using[3H]-SR-141716Aasradioligand,ChEMBL,506,6,CCCCCCCN1C(=O)NC(c2ccc(Br)cc2)(c2ccc(Br)cc2)C1=O,10.1021/jm010896y
186323,Human,5.3,pKi,5.3,Binding,Displacementof[3H]CP-55940fromhumanCB1receptorDisplacementof[3H]CP-55940fromhumanCB1receptor,ChEMBL,513,6,CCOc1ccc(Cc2nc3cc(C(=O)N(CC(F)(F)F)CC(F)(F)F)ccc3n2CC2CC2)cc1,10.1016/j.bmcl.2008.05.073
192545,Human,10.0,pKi,10.0,Binding,NoneNone,PDSPKiDatabase,520,8.5,Cc1c(-c2cn(C(C)(C)c3ccccc3)cn2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,None
558,Human,7.3,pKi,7.3,Binding,Displacementof[3H]BAY-38-7271fromCB1receptorinhumanbraincortexmembranesafter90minsbyscintillationcountingDisplacementof[3H]BAY-38-7271fromCB1receptorinhumanbraincortexmembranesafter90minsbyscintillationcounting,ChEMBL,453,5.4,N#Cc1c(cccc1C(F)(F)F)Oc1cccc(c1)OS(=O)(=O)CCCC(F)(F)F,10.1016/j.bmcl.2011.07.017
93222,Human,8.3,pKi,8.3,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,635,4.9,C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2S(=O)(=O)c2ccccc2F)cc1,10.1016/j.bmcl.2007.04.028
102278,Human,8.0,pKi,8.0,Binding,Displacementof[3H]CP55940fromhumanCB1receptorincellfreesystemDisplacementof[3H]CP55940fromhumanCB1receptorincellfreesystem,ChEMBL,355,6.5,CCCCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,10.1016/j.ejmech.2010.11.034
71782,Human,9.4,pKi,9.4,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,368,7,CCCCCCC1(c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)CC1,10.1021/jm0610705
51604,Human,8.4,pKi,8.4,Binding,Displacementof[3H]WIN-55212-2fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]WIN-55212-2fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,461,6.9,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,10.1021/jm060446b
161670,Human,8.1,pKi,8.1,Binding,EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1,ChEMBL,499,5.7,N#Cc1c(C(=O)NN2CC3CCCC3C2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,10.1016/j.bmcl.2003.12.068
73533,Human,6.8,pKi,6.8,Binding,Displacementof[3H]CP55940fromhumanrecombinantCB1receptorexpressedinCHOcellsafter2hrsbyliquidscintillationcountingDisplacementof[3H]CP55940fromhumanrecombinantCB1receptorexpressedinCHOcellsafter2hrsbyliquidscintillationcounting,ChEMBL,508,5,C=CC(C)(C)[C@@]12C[C@H]3C(=O)N4[C@@H](C[C@@]5(C(C)(C)C=C)c6ccccc6N[C@@H]45)C(=O)N3[C@@H]1Nc1ccccc12,10.1021/ml200183z
2044,Human,8.0,pKi,8.0,Binding,BindingaffinitytoCB1receptor(unknownorigin)BindingaffinitytoCB1receptor(unknownorigin),ChEMBL,341,6.2,CCCCCn1cc(c2c1cccc2)C(=O)c1cccc2c1cccc2,10.1021/jm4005626
10249,Human,6.5,pKi,6.5,Binding,BindingaffinitytowardsCannabinoidreceptor1usingCP-55940asradioligandinHEK293EBNAcellsBindingaffinitytowardsCannabinoidreceptor1usingCP-55940asradioligandinHEK293EBNAcells,ChEMBL,348,5.2,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(=O)c3ccccc3)cc1OC2(C)C,10.1016/s0960-894x(03)00729-7
198787,Human,5.6,pKi,5.6,Binding,"Displacementof[3H]CP55,940fromN-terminalHA-taggedhumanCB1receptorexpressedinHEK293cellmembranesafter1hrbymicrobetascintillationcountingmethodDisplacementof[3H]CP55,940fromN-terminalHA-taggedhumanCB1receptorexpressedinHEK293cellmembranesafter1hrbymicrobetascintillationcountingmethod",ChEMBL,400,4.1,O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2ccc(O)cc12,10.1016/j.ejmech.2017.11.076
95944,Human,8.7,pKi,8.7,Binding,Displacementof[3H]CP-55940fromhumanCB1RexpressedinHEK293cellsDisplacementof[3H]CP-55940fromhumanCB1RexpressedinHEK293cells,ChEMBL,501,6.4,COc1ccc(C2(c3ccc(Cl)cc3Cl)Oc3cc(F)c(C(=O)N4CCCCC4)cc3O2)cc1,10.1021/jm701487t
14917,Human,8.1,pKi,8.1,Binding,CompoundwasevaluatedforitsbindingaffinitytowardsCannabinoidreceptor1[Inactiveform(R)ofCB1receptor]CompoundwasevaluatedforitsbindingaffinitytowardsCannabinoidreceptor1[Inactiveform(R)ofCB1receptor],ChEMBL,375,5.9,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CC[C@@H](C)C(=O)N[C@H](C)CO,10.1021/jm0200761
